,Sensor,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm,dailyTotal,avgDaily,data_date
33,Flinders St-Spark La,,2,1,,,12,12,31,38,42,32,39,52,45,23,42,39,49,29,9,2,6,3,3,511,24.33333333,3/08/2020
34,Southbank,3,1,8,10,3,25,102,202,263,216,209,270,384,438,344,282,294,393,362,110,14,6,4,5,3948,164.5,3/08/2020
35,Queen St (West),1,,2,5,,12,24,41,95,100,89,95,118,167,115,86,91,101,91,25,10,13,2,8,1291,58.68181818,3/08/2020
36,Lygon St (East),1,,,1,5,,,,,,,,,,21,54,59,57,41,30,4,3,5,2,283,21.76923077,3/08/2020
37,Alfred Place,1,,1,2,,3,6,26,43,47,50,39,102,67,50,33,28,23,15,9,,3,2,2,552,26.28571429,3/08/2020
38,Lonsdale St-Spring St (West),,,,2,,5,15,42,127,80,112,85,124,118,84,80,49,77,44,27,7,2,8,,1088,57.26315789,3/08/2020
39,Grattan St-Swanston St (West),4,,,1,7,6,16,27,39,33,50,41,44,67,59,47,71,62,43,14,4,3,,1,639,30.42857143,3/08/2020
40,Monash Rd-Swanston St (West),1,,,1,1,4,6,21,36,47,23,27,35,46,36,31,43,63,34,7,,3,,,465,24.47368421,3/08/2020
41,Tin Alley-Swanston St (West),4,1,,2,,1,3,16,20,28,7,14,20,37,28,24,36,45,29,4,1,1,,,321,16.05,3/08/2020
42,Little Collins St-Swanston St (East),10,2,3,5,,19,24,64,101,133,124,177,202,231,212,197,182,168,97,33,18,15,7,15,2039,88.65217391,3/08/2020
43,Flinders La-Swanston St (West),28,11,8,6,24,98,162,271,425,323,322,351,478,410,412,418,448,506,264,124,64,58,45,46,5302,220.9166667,3/08/2020
44,Pelham St (South),7,,1,,5,4,2,18,36,37,27,31,37,51,56,47,46,39,31,12,4,2,1,,494,23.52380952,3/08/2020
45,Melbourne Central-Elizabeth St (East),16,11,10,29,12,40,81,103,202,242,297,345,423,406,423,412,432,391,232,170,27,45,54,28,4431,184.625,3/08/2020
46,QVM-Queen St (East),3,,2,1,4,10,13,28,36,52,37,79,80,76,89,85,57,97,60,43,15,12,6,5,890,38.69565217,3/08/2020
47,QVM-Therry St (South),49,41,25,27,23,11,17,28,30,75,75,68,102,77,69,76,73,89,114,89,135,83,60,38,1474,61.41666667,3/08/2020
48,Faraday St-Lygon St (West),,3,2,5,2,6,5,33,62,66,132,121,104,96,91,113,115,64,44,33,15,4,3,1,1120,48.69565217,3/08/2020
49,QVM-Franklin St (North),,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
50,Elizabeth St-Lonsdale St (South),3,,,1,,8,11,39,58,33,82,106,119,135,125,69,96,93,71,27,7,8,2,4,1097,52.23809524,3/08/2020
51,Lincoln-Swanston (W),,,,,,1,4,1,,1,1,,1,1,,,,,,,,,,,10,1.428571429,3/08/2020
52,Elizabeth St-La Trobe St (East),,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
53,Lonsdale St - Elizabeth St (North),8,1,3,,3,2,22,22,46,47,70,69,91,121,78,99,98,115,102,42,16,13,4,7,1079,46.91304348,3/08/2020
54,Bourke St Bridge,3,,1,3,2,14,26,89,40,61,69,63,84,73,76,88,79,86,66,23,10,5,3,1,965,41.95652174,3/08/2020
55,Bourke St - Spencer St (North),13,4,11,3,11,32,77,181,202,132,135,163,166,190,193,188,250,264,136,87,34,38,37,13,2560,106.6666667,3/08/2020
56,RMIT Bld 80 - 445 Swanston Street,,,,,,,,16,20,38,47,40,85,88,53,52,47,21,,,,,,,507,46.09090909,3/08/2020
57,Flinders La-Swanston St (West) Temporary,,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
58,RMIT Building 14,2,3,4,,4,8,22,46,75,86,91,95,116,129,122,146,134,136,80,46,10,9,15,5,1384,60.17391304,3/08/2020
59,380 Elizabeth St,17,14,18,28,13,41,92,139,197,255,296,359,442,457,530,574,617,622,548,285,103,48,54,23,5772,240.5,3/08/2020
60,La Trobe St (North),,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
61,231 Bourke St,10,5,2,4,6,8,10,61,81,94,118,149,184,183,151,149,125,121,114,42,29,26,19,6,1697,70.70833333,3/08/2020
62,Royal Pde - Grattan St,3,,1,2,2,14,27,99,105,93,80,94,86,75,119,90,137,125,67,35,24,13,11,4,1306,56.7826087,3/08/2020
63,Swanston St - City Square,4,2,,1,2,13,39,49,99,89,80,71,76,114,98,92,110,161,86,22,14,8,8,3,1241,53.95652174,3/08/2020
64,State Library - New,8,1,8,2,4,12,19,51,90,125,161,184,265,281,285,345,372,368,208,58,25,17,13,10,2912,121.3333333,3/08/2020
65,Flinders Ln - Degraves St (South),,,,,,,3,59,90,79,67,92,111,122,110,110,128,122,49,15,6,3,,,1166,72.875,3/08/2020
66,Flinders Ln - Degraves St (North),,,,,,,1,46,83,83,78,77,114,105,81,48,65,25,0,0,1,0,,,807,50.4375,3/08/2020
67,Flinders Ln - Degraves St (Crossing),,,,,,,1,30,120,87,76,82,88,120,79,77,78,59,3,0,0,0,,,900,56.25,3/08/2020
68,Errol Street (East),,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
69,Westwood Place,,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
70,Flinders St - ACMI,,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
71,Bourke St - Spencer St (South),,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
72,Spring St - Flinders St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
73,Macaulay Rd - Bellair St,,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
74,Harbour Esplanade - Pedestrian Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
75,Harbour Esplanade - Bike Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,3/08/2020
0,Bourke Street Mall (North),5,,1,,1,8,62,78,164,181,232,250,338,400,414,427,427,357,133,67,12,12,15,9,3593,163.3181818,4/08/2020
1,Bourke Street Mall (South),8,2,1,5,1,12,21,57,122,110,236,241,246,303,330,281,310,189,93,33,16,15,5,4,2641,110.0416667,4/08/2020
2,Melbourne Central,31,25,23,4,30,23,35,66,98,135,137,159,228,255,299,290,289,298,229,122,61,52,70,27,2986,124.4166667,4/08/2020
3,Town Hall (West),14,12,3,10,6,28,60,154,216,240,286,383,395,465,467,486,431,362,204,82,22,24,24,25,4399,183.2916667,4/08/2020
4,Princes Bridge,29,6,15,21,39,68,106,137,201,188,183,166,156,221,214,237,227,273,156,75,43,44,32,18,2855,118.9583333,4/08/2020
5,Flinders Street Station Underpass,15,20,2,3,14,71,172,166,238,197,204,182,179,204,253,261,328,374,215,82,64,42,15,13,3314,138.0833333,4/08/2020
6,Birrarung Marr,,7,9,1,2,27,56,127,114,73,73,50,24,49,60,103,108,148,57,14,5,3,1,3,1114,48.43478261,4/08/2020
7,Webb Bridge,,,,,,17,48,129,110,99,111,72,51,101,124,124,131,190,96,37,1,5,6,2,1454,76.52631579,4/08/2020
8,Southern Cross Station,3,,2,,3,30,96,109,138,103,74,48,66,62,100,93,145,165,47,26,16,6,41,5,1378,62.63636364,4/08/2020
9,Victoria Point,,2,2,1,1,1,15,37,28,34,51,27,37,61,29,30,36,37,31,9,2,2,1,3,477,20.73913043,4/08/2020
10,Waterfront City,,2,,,,2,17,15,38,32,26,3,3,22,33,23,41,67,26,7,,,3,2,362,20.11111111,4/08/2020
11,New Quay,,4,4,,,14,52,82,131,106,92,34,41,85,133,103,174,220,98,24,10,7,8,1,1423,67.76190476,4/08/2020
12,Flagstaff Station,,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
13,Sandridge Bridge,,,,1,,,,5,3,4,,4,,1,1,8,,3,,,,1,,,31,3.1,4/08/2020
14,State Library,,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
15,Collins St (North),1,2,3,7,3,15,57,111,183,231,221,250,333,309,323,328,247,182,89,37,23,21,14,8,2998,124.9166667,4/08/2020
16,Collins Place (South),,,4,3,,33,84,136,190,169,160,131,160,160,161,144,150,137,50,19,18,13,23,,1945,97.25,4/08/2020
17,Collins Place (North),1,,,,,5,13,55,64,52,49,47,52,59,57,62,80,58,26,7,2,1,1,1,692,34.6,4/08/2020
18,Chinatown-Swanston St (North),1,4,,2,,9,8,4,44,58,80,103,133,179,165,145,147,171,109,95,39,27,23,17,1563,71.04545455,4/08/2020
19,Chinatown-Lt Bourke St (South),6,2,,,,13,11,9,32,24,50,33,49,58,59,78,54,58,34,24,11,10,1,5,621,29.57142857,4/08/2020
20,Bourke St-Russell St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
21,Flinders St-Elizabeth St (East),23,12,22,5,23,95,188,303,550,424,480,490,588,743,745,897,957,1105,719,387,176,117,85,45,9179,382.4583333,4/08/2020
22,Spencer St-Collins St (South),5,5,5,7,17,9,43,77,117,81,58,67,74,101,91,86,73,132,61,32,18,10,21,4,1194,49.75,4/08/2020
23,Spencer St-Collins St (North),21,14,7,1,11,96,190,258,389,261,227,242,300,253,311,306,390,394,281,196,55,101,76,23,4403,183.4583333,4/08/2020
24,Melbourne Convention Exhibition Centre,1,11,1,8,4,27,148,242,232,193,157,99,76,143,214,213,254,318,155,55,25,17,27,13,2633,109.7083333,4/08/2020
25,QV Market-Elizabeth St (West),16,19,18,8,19,56,67,144,199,237,340,366,345,406,366,248,202,239,157,89,53,31,27,25,3677,153.2083333,4/08/2020
26,QV Market-Peel St,2,,,3,1,7,28,53,84,81,73,114,58,90,93,72,53,69,44,24,20,13,2,,984,46.85714286,4/08/2020
27,The Arts Centre,14,11,16,27,51,68,96,136,182,155,186,117,116,144,158,185,182,215,94,39,32,22,22,19,2287,95.29166667,4/08/2020
28,St Kilda Rd-Alexandra Gardens,,,,,1,9,29,60,75,52,54,36,19,32,43,46,60,88,40,10,2,1,,2,659,34.68421053,4/08/2020
29,Lonsdale St (South),7,4,4,6,2,9,30,50,48,59,9,14,13,11,9,2,33,110,89,76,21,16,13,8,643,26.79166667,4/08/2020
30,Lygon St (West),17,6,4,10,1,27,29,37,50,76,86,83,91,91,101,103,95,99,79,42,30,28,16,11,1212,50.5,4/08/2020
31,City Square,,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
32,Flinders St-Spring St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
33,Flinders St-Spark La,,,,,,6,21,48,37,33,44,24,16,31,38,29,48,41,9,8,1,10,1,1,446,23.47368421,4/08/2020
34,Southbank,19,,1,5,1,27,106,201,284,166,172,158,73,145,185,205,210,324,146,46,7,2,6,1,2490,108.2608696,4/08/2020
35,Queen St (West),3,2,1,6,,10,28,50,97,90,92,70,107,105,118,111,98,84,64,29,23,10,6,2,1206,52.43478261,4/08/2020
36,Lygon St (East),,,,5,,,,,,,,,,,27,74,40,50,47,12,5,2,2,,264,26.4,4/08/2020
37,Alfred Place,,,,,,1,19,15,56,39,34,53,79,60,62,47,26,21,9,11,,3,,2,537,31.58823529,4/08/2020
38,Lonsdale St-Spring St (West),3,,,3,1,12,26,37,96,83,93,105,111,76,76,71,77,74,48,27,6,5,4,4,1038,47.18181818,4/08/2020
39,Grattan St-Swanston St (West),1,,,,4,7,51,40,47,47,38,36,51,50,55,51,42,68,30,16,3,2,1,2,642,30.57142857,4/08/2020
40,Monash Rd-Swanston St (West),,2,,,,1,25,20,52,33,26,20,24,30,41,37,45,58,36,5,1,1,,,457,25.38888889,4/08/2020
41,Tin Alley-Swanston St (West),2,,,2,,,14,10,22,13,26,8,21,22,27,30,36,28,27,2,,1,,,291,17.11764706,4/08/2020
42,Little Collins St-Swanston St (East),,1,2,6,1,17,30,80,104,120,158,123,162,217,242,225,209,166,76,29,14,28,16,15,2041,88.73913043,4/08/2020
43,Flinders La-Swanston St (West),30,17,4,4,20,74,227,257,388,361,411,356,354,494,423,442,454,538,257,162,78,86,66,44,5547,231.125,4/08/2020
44,Pelham St (South),5,,,2,1,3,14,30,34,24,33,33,28,26,44,40,35,42,22,16,14,,1,2,449,21.38095238,4/08/2020
45,Melbourne Central-Elizabeth St (East),24,14,21,6,16,60,80,111,197,249,278,292,350,319,437,466,521,436,237,143,43,42,54,12,4408,183.6666667,4/08/2020
46,QVM-Queen St (East),5,1,1,5,2,9,18,67,100,109,132,162,139,156,115,116,85,75,62,28,15,15,3,4,1424,59.33333333,4/08/2020
47,QVM-Therry St (South),37,24,29,26,21,24,27,44,57,118,120,100,113,138,133,119,85,145,98,115,79,22,33,24,1731,72.125,4/08/2020
48,Faraday St-Lygon St (West),,,,7,1,8,10,28,44,67,138,89,99,76,133,124,113,64,43,32,12,1,4,1,1094,52.0952381,4/08/2020
49,QVM-Franklin St (North),,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
50,Elizabeth St-Lonsdale St (South),8,1,,1,1,8,11,19,48,49,66,93,97,89,143,140,99,116,89,40,9,9,4,4,1144,49.73913043,4/08/2020
51,Lincoln-Swanston (W),,,,,,1,,8,3,5,3,1,5,4,4,,,,,,1,,,,35,3.5,4/08/2020
52,Elizabeth St-La Trobe St (East),,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
53,Lonsdale St - Elizabeth St (North),2,1,2,2,1,13,67,57,121,80,87,125,115,125,124,123,123,99,99,41,10,13,6,7,1443,60.125,4/08/2020
54,Bourke St Bridge,1,1,2,2,,15,36,102,69,37,67,39,37,66,67,83,69,70,37,8,7,3,6,1,825,35.86956522,4/08/2020
55,Bourke St - Spencer St (North),9,3,7,3,6,41,93,171,183,148,129,112,134,194,159,231,251,277,140,67,29,44,37,6,2474,103.0833333,4/08/2020
56,RMIT Bld 80 - 445 Swanston Street,,,,,,,,8,27,20,39,30,28,48,57,65,76,24,,,,,,,422,38.36363636,4/08/2020
57,Flinders La-Swanston St (West) Temporary,,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
58,RMIT Building 14,4,,4,,1,8,32,46,65,73,91,94,109,108,129,157,135,138,76,36,15,8,11,9,1349,61.31818182,4/08/2020
59,380 Elizabeth St,12,15,14,10,10,91,237,169,219,242,306,357,448,514,616,652,658,661,446,224,76,48,29,25,6079,253.2916667,4/08/2020
60,La Trobe St (North),,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
61,231 Bourke St,8,3,1,5,5,11,16,79,76,94,142,103,167,192,174,161,168,126,77,41,22,10,11,5,1697,70.70833333,4/08/2020
62,Royal Pde - Grattan St,6,1,6,,3,8,39,99,104,99,96,47,73,113,101,118,108,122,63,33,33,10,6,6,1294,56.26086957,4/08/2020
63,Swanston St - City Square,4,2,1,2,3,8,27,54,95,79,63,64,72,94,95,88,129,130,74,19,25,16,17,3,1164,48.5,4/08/2020
64,State Library - New,4,2,3,1,3,14,33,63,75,131,203,170,245,270,300,344,368,322,218,65,33,17,23,12,2919,121.625,4/08/2020
65,Flinders Ln - Degraves St (South),,,,,,,10,65,62,66,54,75,92,119,136,87,132,117,45,8,4,3,,,1075,67.1875,4/08/2020
66,Flinders Ln - Degraves St (North),,,,,,,4,38,60,69,102,62,101,86,71,51,56,39,0,0,0,0,,,739,46.1875,4/08/2020
67,Flinders Ln - Degraves St (Crossing),,,,,,,1,58,95,92,92,58,81,81,102,67,82,57,1,0,0,0,,,867,54.1875,4/08/2020
68,Errol Street (East),,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
69,Westwood Place,,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
70,Flinders St - ACMI,,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
71,Bourke St - Spencer St (South),,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
72,Spring St - Flinders St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
73,Macaulay Rd - Bellair St,,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
74,Harbour Esplanade - Pedestrian Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
75,Harbour Esplanade - Bike Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,4/08/2020
0,Bourke Street Mall (North),1,4,4,1,3,11,52,63,160,175,210,264,406,467,491,473,545,411,162,78,29,15,10,8,4043,168.4583333,5/08/2020
1,Bourke Street Mall (South),5,3,3,1,24,16,23,72,81,114,179,254,344,330,336,304,282,188,92,39,12,20,13,3,2738,114.0833333,5/08/2020
2,Melbourne Central,24,24,16,9,2,31,45,51,106,128,169,235,271,311,286,296,339,332,283,161,102,59,57,51,3388,141.1666667,5/08/2020
3,Town Hall (West),11,3,4,6,2,51,65,153,200,269,270,389,452,486,498,439,452,398,238,109,36,41,29,14,4615,192.2916667,5/08/2020
4,Princes Bridge,15,12,14,27,34,65,104,132,196,176,189,208,225,219,193,212,258,285,174,108,31,39,35,23,2974,123.9166667,5/08/2020
5,Flinders Street Station Underpass,12,23,,1,12,66,182,144,223,174,182,213,235,245,336,293,334,367,234,189,79,55,36,11,3646,158.5217391,5/08/2020
6,Birrarung Marr,6,7,,3,2,27,50,85,92,492,359,75,69,68,59,83,138,147,117,42,7,4,1,1,1934,84.08695652,5/08/2020
7,Webb Bridge,,,,,4,10,40,96,120,104,119,101,125,124,95,130,178,224,165,78,4,6,3,1,1727,86.35,5/08/2020
8,Southern Cross Station,4,1,,3,3,41,109,137,123,79,63,56,90,69,97,98,116,152,63,29,17,14,23,5,1392,60.52173913,5/08/2020
9,Victoria Point,3,3,1,,,4,17,25,46,46,59,41,40,57,27,39,29,39,32,19,9,3,2,,541,25.76190476,5/08/2020
10,Waterfront City,2,,,,,,3,21,16,35,27,24,29,27,12,23,37,70,71,57,2,,4,2,462,25.66666667,5/08/2020
11,New Quay,1,2,2,,1,2,29,67,100,108,89,91,110,111,77,104,143,243,246,185,16,5,10,10,1752,76.17391304,5/08/2020
12,Flagstaff Station,,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
13,Sandridge Bridge,,,,,,,,,4,3,2,,,1,,2,,,1,,,,,,13,2.166666667,5/08/2020
14,State Library,,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
15,Collins St (North),2,1,8,8,1,17,37,70,147,186,217,241,267,335,293,260,240,172,148,38,15,11,15,10,2739,114.125,5/08/2020
16,Collins Place (South),1,2,1,,,31,77,127,173,129,121,131,186,158,129,117,84,123,65,44,17,7,10,1,1734,78.81818182,5/08/2020
17,Collins Place (North),1,2,,,,3,16,47,73,59,35,53,53,65,37,53,69,54,34,17,6,,5,,682,35.89473684,5/08/2020
18,Chinatown-Swanston St (North),2,3,2,1,,8,10,14,22,41,,84,138,181,139,161,170,175,146,83,34,31,25,13,1483,67.40909091,5/08/2020
19,Chinatown-Lt Bourke St (South),3,1,3,,,6,3,10,28,22,54,50,80,87,56,80,67,59,57,42,8,12,7,8,743,33.77272727,5/08/2020
20,Bourke St-Russell St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
21,Flinders St-Elizabeth St (East),12,13,12,24,20,96,188,305,569,427,515,552,641,707,699,812,957,1043,823,600,133,100,101,52,9401,391.7083333,5/08/2020
22,Spencer St-Collins St (South),6,2,1,9,2,14,56,57,84,66,47,67,67,83,65,101,78,120,76,46,41,22,21,6,1137,47.375,5/08/2020
23,Spencer St-Collins St (North),13,9,19,4,16,103,221,249,372,247,216,220,287,314,285,354,383,443,237,185,86,75,79,17,4434,184.75,5/08/2020
24,Melbourne Convention Exhibition Centre,16,2,2,6,11,36,133,217,230,206,156,164,173,219,205,282,298,405,268,130,33,27,30,24,3273,136.375,5/08/2020
25,QV Market-Elizabeth St (West),15,4,20,7,17,34,47,65,127,155,180,209,301,283,223,239,224,227,178,141,52,39,27,30,2844,118.5,5/08/2020
26,QV Market-Peel St,3,,2,3,8,3,9,18,40,34,51,53,49,58,67,74,69,85,60,40,15,10,6,5,762,33.13043478,5/08/2020
27,The Arts Centre,8,12,15,28,41,48,74,133,151,128,133,128,130,129,147,170,204,204,180,77,18,22,20,14,2214,92.25,5/08/2020
28,St Kilda Rd-Alexandra Gardens,,,,1,,6,18,41,68,42,41,37,47,37,48,59,72,100,61,30,3,1,3,2,717,35.85,5/08/2020
29,Lonsdale St (South),3,,1,,11,16,14,32,33,53,58,87,115,120,106,136,146,107,102,83,37,25,19,7,1311,59.59090909,5/08/2020
30,Lygon St (West),24,1,6,2,14,20,30,40,50,74,94,90,119,151,156,112,106,110,70,60,30,24,22,23,1428,59.5,5/08/2020
31,City Square,,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
32,Flinders St-Spring St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
33,Flinders St-Spark La,1,,,,1,5,9,23,28,38,33,38,40,22,36,37,36,53,26,15,10,7,8,,466,23.3,5/08/2020
34,Southbank,10,1,,1,,10,80,152,216,153,184,158,221,235,169,240,317,444,291,146,18,10,11,3,3070,139.5454545,5/08/2020
35,Queen St (West),,1,1,3,2,7,33,32,84,112,93,96,119,109,99,139,102,98,59,40,14,8,9,7,1267,55.08695652,5/08/2020
36,Lygon St (East),,,,,4,,,,,,,,,,27,68,83,70,26,38,12,2,,,330,36.66666667,5/08/2020
37,Alfred Place,,1,1,1,,1,8,17,56,43,51,41,61,65,48,44,37,24,12,8,4,1,,3,527,25.0952381,5/08/2020
38,Lonsdale St-Spring St (West),5,,,3,1,7,15,40,101,55,92,85,126,113,103,72,71,120,59,32,7,4,8,2,1121,50.95454545,5/08/2020
39,Grattan St-Swanston St (West),1,,,,4,7,70,29,31,46,60,56,109,112,90,76,75,68,59,32,8,2,,7,942,47.1,5/08/2020
40,Monash Rd-Swanston St (West),,,,,2,5,16,19,37,37,25,21,35,47,42,43,45,68,40,35,2,1,,2,522,27.47368421,5/08/2020
41,Tin Alley-Swanston St (West),1,,1,1,,3,14,13,17,19,15,18,23,22,23,28,32,45,28,22,2,2,,4,333,15.85714286,5/08/2020
42,Little Collins St-Swanston St (East),9,,1,5,1,14,41,63,102,133,144,124,206,195,201,202,190,241,100,47,23,15,16,22,2095,91.08695652,5/08/2020
43,Flinders La-Swanston St (West),32,7,2,3,65,118,210,248,383,401,358,386,474,444,508,482,520,525,324,180,95,86,66,50,5967,248.625,5/08/2020
44,Pelham St (South),6,,,,4,2,14,12,43,28,39,39,20,42,55,41,31,47,31,20,7,1,1,1,484,23.04761905,5/08/2020
45,Melbourne Central-Elizabeth St (East),13,3,23,17,17,37,64,101,168,261,284,322,389,426,514,449,465,408,247,173,69,79,39,19,4587,191.125,5/08/2020
46,QVM-Queen St (East),1,,1,,5,10,13,32,74,63,73,67,75,81,109,72,89,84,73,31,14,16,5,6,994,45.18181818,5/08/2020
47,QVM-Therry St (South),15,6,21,9,11,16,26,38,74,105,85,79,124,99,65,77,64,80,77,108,98,62,39,38,1416,59,5/08/2020
48,Faraday St-Lygon St (West),1,3,2,1,8,1,10,28,44,54,105,71,109,129,122,115,112,93,56,29,19,3,3,1,1119,46.625,5/08/2020
49,QVM-Franklin St (North),,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
50,Elizabeth St-Lonsdale St (South),1,,2,3,1,10,15,27,39,34,97,85,109,113,131,134,109,114,74,52,13,7,1,2,1173,51,5/08/2020
51,Lincoln-Swanston (W),,,,,,1,2,1,2,4,5,1,,3,1,5,4,1,2,6,,1,,,39,2.6,5/08/2020
52,Elizabeth St-La Trobe St (East),,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
53,Lonsdale St - Elizabeth St (North),5,,1,1,1,7,63,63,68,98,80,113,131,158,139,137,152,109,81,43,14,14,11,3,1492,64.86956522,5/08/2020
54,Bourke St Bridge,1,2,,,3,17,35,71,55,44,44,54,66,63,52,59,81,99,60,21,11,3,3,,844,40.19047619,5/08/2020
55,Bourke St - Spencer St (North),7,3,12,5,4,32,84,154,205,145,115,115,180,173,163,189,251,227,165,83,23,32,47,10,2424,101,5/08/2020
56,RMIT Bld 80 - 445 Swanston Street,,,,,,,,8,25,37,35,35,65,48,55,61,70,22,,,,,,,461,41.90909091,5/08/2020
57,Flinders La-Swanston St (West) Temporary,,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
58,RMIT Building 14,3,,,3,5,8,27,41,58,69,82,105,114,165,125,139,141,134,114,50,8,7,10,2,1410,64.09090909,5/08/2020
59,380 Elizabeth St,8,20,17,24,26,79,161,160,202,250,302,426,452,552,591,667,720,639,505,333,86,65,45,45,6375,265.625,5/08/2020
60,La Trobe St (North),,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
61,231 Bourke St,5,5,8,2,3,12,25,53,67,101,116,146,232,160,141,163,164,143,104,59,35,16,25,8,1793,74.70833333,5/08/2020
62,Royal Pde - Grattan St,9,3,1,1,,7,49,90,109,93,128,95,127,154,115,98,107,129,75,52,15,17,7,4,1485,64.56521739,5/08/2020
63,Swanston St - City Square,2,,,1,2,8,32,51,75,64,64,69,81,82,100,79,134,154,101,53,15,15,22,5,1209,54.95454545,5/08/2020
64,State Library - New,7,2,9,3,5,14,22,46,86,121,177,216,274,293,315,323,381,367,261,130,56,19,18,13,3158,131.5833333,5/08/2020
65,Flinders Ln - Degraves St (South),,,,,,,4,58,77,75,66,112,153,137,141,119,147,135,54,35,12,10,,,1335,83.4375,5/08/2020
66,Flinders Ln - Degraves St (North),,,,,,,5,48,73,82,89,68,97,72,86,68,43,23,1,0,0,0,,,755,47.1875,5/08/2020
67,Flinders Ln - Degraves St (Crossing),,,,,,,1,59,114,74,89,73,115,99,86,77,76,52,4,3,1,0,,,923,57.6875,5/08/2020
68,Errol Street (East),,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
69,Westwood Place,,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
70,Flinders St - ACMI,,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
71,Bourke St - Spencer St (South),,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
72,Spring St - Flinders St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
73,Macaulay Rd - Bellair St,,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
74,Harbour Esplanade - Pedestrian Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
75,Harbour Esplanade - Bike Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,5/08/2020
0,Bourke Street Mall (North),3,3,,2,,17,35,43,67,81,101,139,162,159,178,199,212,193,92,80,29,23,12,12,1842,83.72727273,6/08/2020
1,Bourke Street Mall (South),3,3,2,3,,9,17,38,56,81,117,161,115,158,151,135,123,112,61,39,14,6,7,3,1414,61.47826087,6/08/2020
2,Melbourne Central,30,33,26,22,9,18,47,51,79,97,100,142,186,224,183,257,243,255,237,125,68,55,44,23,2554,106.4166667,6/08/2020
3,Town Hall (West),10,1,,10,4,27,56,93,130,144,192,176,248,256,274,266,304,267,127,88,32,19,22,14,2760,120,6/08/2020
4,Princes Bridge,18,3,9,21,35,65,88,107,138,113,156,145,208,193,200,213,239,277,163,98,59,38,39,47,2672,111.3333333,6/08/2020
5,Flinders Street Station Underpass,15,11,,3,8,69,169,130,132,134,151,158,185,188,238,322,283,273,203,155,73,61,31,30,3022,131.3913043,6/08/2020
6,Birrarung Marr,2,,,3,1,26,59,90,84,57,58,81,109,123,93,122,168,193,142,37,6,4,3,1,1462,66.45454545,6/08/2020
7,Webb Bridge,4,,,,,16,46,91,93,92,102,132,187,169,172,177,198,235,199,89,17,4,4,1,2028,101.4,6/08/2020
